time,,,MPC,RL,RL_opal_RT
47.86,0.00050104,0.00017786,501.04,177.86026,
47.88,0.00050034,0.000124693,500.34,124.6929169,
47.9,0.00050411,0.000139236,504.11,139.2364502,
47.92,0.00050195,0.00014019,501.95,140.1901245,
47.94,0.00050726,0.000155926,507.26,155.9257507,
47.96,0.00050621,0.000140667,506.21,140.6669617,
47.98,0.00049944,0.000143528,499.44,143.5279846,
48,0.000503,0.00014019,503,140.1901245,
48.02,0.00050139,0.000136137,501.39,136.1370087,
48.04,0.00050097,0.000120878,500.97,120.8782196,
48.06,0.00050216,0.000138283,502.16,138.2827759,
48.08,0.00049936,0.000137329,499.36,137.3291016,
48.1,0.00050314,0.000141621,503.14,141.620636,
48.12,0.00049992,0.00013876,499.92,138.759613,
48.14,0.00049985,0.000143766,499.85,143.7664032,
48.16,0.00050195,0.000138044,501.95,138.0443573,
48.18,0.00049888,0.000139952,498.88,139.9517059,
48.2,0.00050202,0.000139952,502.02,139.9517059,
48.22,0.00050237,0.000144482,502.37,144.4816589,
48.24,0.00050209,0.000136375,502.09,136.3754272,
48.26,0.00050782,0.000139475,507.82,139.4748688,
48.28,0.00049971,0.000145197,499.71,145.1969147,
48.3,0.00050362,0.000141621,503.62,141.620636,
48.32,0.00050027,0.00011754,500.27,117.5403595,
48.34,0.00050251,0.000137568,502.51,137.5675201,
48.36,0.0005074,0.000153303,507.4,153.3031464,
48.38,0.00050188,0.000138998,501.88,138.9980316,
48.4,0.00050474,0.000146866,504.74,146.8658447,
48.42,0.00050307,0.000138521,503.07,138.5211945,
48.44,0.00050167,0.000138521,501.67,138.5211945,
48.46,0.00050593,0.000159264,505.93,159.2636108,
48.48,0.00050139,0.00013876,501.39,138.759613,
48.5,0.00050167,0.000132799,501.67,132.7991486,
48.52,0.00050342,0.000168324,503.42,168.3235168,
48.54,0.0005023,0.000166416,502.3,166.4161682,
48.56,0.00050488,0.000161409,504.88,161.4093781,
48.58,0.00050467,0.000155687,504.67,155.6873322,
48.6,0.00050237,0.0001688,502.37,168.800354,
48.62,0.00049957,0.000130415,499.57,130.4149628,
48.64,0.0005002,0.000142097,500.2,142.0974731,
48.66,0.00050635,0.000131369,506.35,131.3686371,
48.68,0.00049936,0.000138998,499.36,138.9980316,
48.7,0.00050202,0.000118971,502.02,118.970871,
48.72,0.00050055,0.000118256,500.55,118.2556152,
48.74,0.00050181,0.00013566,501.81,135.6601715,
48.76,0.0005081,0.000169516,508.1,169.5156097,
48.78,0.00050097,0.000158548,500.97,158.5483551,
48.8,0.00049964,0.000159264,499.64,159.2636108,
48.82,0.00049964,0.000154734,499.64,154.7336578,
48.84,0.00050076,0.000183821,500.76,183.8207245,
48.86,0.00050188,0.00014019,501.88,140.1901245,
48.88,0.00050279,0.000139952,502.79,139.9517059,
48.9,0.00049964,0.000138998,499.64,138.9980316,
48.92,0.00049964,0.00017786,499.64,177.86026,
48.94,0.00050034,0.00013876,500.34,138.759613,
48.96,0.00050474,0.000139952,504.74,139.9517059,
48.98,0.00049922,0.000137568,499.22,137.5675201,
49,0.0005009,0.00016427,500.9,164.270401,
49.02,0.00050398,0.000130653,503.98,130.6533813,
49.04,0.00050202,0.000149012,502.02,149.0116119,
49.06,0.00050146,0.000154734,501.46,154.7336578,
49.08,0.00050055,0.000169992,500.55,169.9924469,
49.1,0.00050195,0.000155687,501.95,155.6873322,
49.12,0.00050006,0.000153303,500.06,153.3031464,
49.14,0.00050174,0.000154257,501.74,154.2568207,
49.16,0.00050132,0.000160933,501.32,160.9325409,
49.18,0.00050956,0.000130892,509.56,130.8917999,
49.2,0.0005053,0.000128746,505.3,128.7460327,
49.22,0.00050446,0.000128746,504.46,128.7460327,
49.24,0.00050223,0.000146151,502.23,146.150589,
49.26,0.00050223,0.00011754,502.23,117.5403595,
49.28,0.00050844,0.000139475,508.44,139.4748688,
49.3,0.00050048,0.000146627,500.48,146.6274261,
49.32,0.0005009,0.00014925,500.9,149.2500305,
49.34,0.0005009,0.000149488,500.9,149.4884491,
49.36,0.00050181,0.000139952,501.81,139.9517059,
49.38,0.00050712,0.000145912,507.12,145.9121704,
49.4,0.00050558,0.000142336,505.58,142.3358917,
49.42,0.00050342,0.000159979,503.42,159.9788666,
49.44,0.00049943,0.000162363,499.43,162.3630524,
49.46,0.0005009,0.000157595,500.9,157.5946808,
49.48,0.00050796,0.000139236,507.96,139.2364502,
49.5,0.00050342,0.00013876,503.42,138.759613,
49.52,0.00050132,0.00015378,501.32,153.7799835,
49.54,0.00050062,0.000167608,500.62,167.6082611,
49.56,0.0005039,0.000177622,503.9,177.6218414,
49.58,0.00050621,0.000139236,506.21,139.2364502,
49.6,0.00050034,0.000153542,500.34,153.5415649,
49.62,0.00049936,0.000147104,499.36,147.1042633,
49.64,0.0005037,0.000162363,503.7,162.3630524,
49.66,0.00050139,0.000150204,501.39,150.2037048,
49.68,0.00050481,0.000149965,504.81,149.9652863,
49.7,0.00050111,0.000144482,501.11,144.4816589,
49.72,0.00050097,0.000153542,500.97,153.5415649,
49.74,0.0005002,0.000147581,500.2,147.5811005,
49.76,0.00050544,0.000144243,505.44,144.2432404,
49.78,0.0005009,0.000156164,500.9,156.1641693,
49.8,0.00048624,0.000152349,486.24,152.349472,
49.82,0.00050188,0.000139236,501.88,139.2364502,
49.84,0.00050118,0.000148296,501.18,148.2963562,
49.86,0.00049392,0.000144958,493.92,144.9584961,
49.88,0.0005002,0.000164986,500.2,164.9856567,
49.9,0.00051131,0.000140667,511.31,140.6669617,
49.92,0.00050139,0.000147343,501.39,147.3426819,
49.94,0.00049964,0.000145674,499.64,145.6737518,
49.96,0.00050272,0.000154257,502.72,154.2568207,
49.98,0.00050097,0.00014019,500.97,140.1901245,
50,0.00050873,0.00014782,508.73,147.819519,
50.02,0.00050446,0.000141621,504.46,141.620636,
50.04,0.00050223,0.00015974,502.23,159.740448,
50.06,0.00050076,0.000137091,500.76,137.090683,
50.08,0.00049978,0.000138521,499.78,138.5211945,
50.1,0.00050851,0.000157833,508.51,157.8330994,
50.12,0.00049909,0.000175714,499.09,175.7144928,
50.14,0.00050006,0.000160933,500.06,160.9325409,
50.16,0.00049154,0.000140429,491.54,140.4285431,
50.18,0.00050076,0.000141621,500.76,141.620636,
50.2,0.00050467,0.000138044,504.67,138.0443573,
50.22,0.00049895,0.000152588,498.95,152.5878906,
50.24,0.00050223,0.000165462,502.23,165.4624939,
50.26,0.0005053,0.000155687,505.3,155.6873322,
50.28,0.00050649,0.000138283,506.49,138.2827759,
50.3,0.00050635,0.000137806,506.35,137.8059387,
50.32,0.00050167,0.000142336,501.67,142.3358917,
50.34,0.00048498,0.000137091,484.98,137.090683,
50.36,0.0005002,0.000141382,500.2,141.3822174,
50.38,0.00050572,0.000144482,505.72,144.4816589,
50.4,0.00050495,0.000144005,504.95,144.0048218,
50.42,0.00050167,0.000147343,501.67,147.3426819,
50.44,0.00049434,0.000149965,494.34,149.9652863,
50.46,0.00050118,0.000145435,501.18,145.4353333,
50.48,0.00050642,0.000140429,506.42,140.4285431,
50.5,0.00050251,0.000132799,502.51,132.7991486,
50.52,0.00050684,0.000132322,506.84,132.3223114,
50.54,0.00050139,0.0001266,501.39,126.6002655,
50.56,0.00049936,0.00012064,499.36,120.639801,
50.58,0.00049992,0.000117302,499.92,117.3019409,
50.6,0.00050146,0.000117302,501.46,117.3019409,
50.62,0.00050579,0.000158548,505.79,158.5483551,
50.64,0.0005023,0.000138283,502.3,138.2827759,
50.66,0.00050034,0.000139236,500.34,139.2364502,
50.68,0.00050118,0.000123501,501.18,123.500824,
50.7,0.00050083,0.00013423,500.83,134.22966,
50.72,0.00050733,0.000118732,507.33,118.7324524,
50.74,0.00050258,0.00013566,502.58,135.6601715,
50.76,0.0005046,0.000136137,504.6,136.1370087,
50.78,0.00050216,0.000143766,502.16,143.7664032,
50.8,0.00050481,0.000137329,504.81,137.3291016,
50.82,0.00050824,0.000134706,508.24,134.7064972,
50.84,0.00050272,0.000138998,502.72,138.9980316,
50.86,0.00050083,0.000146627,500.83,146.6274261,
50.88,0.00050146,0.000148058,501.46,148.0579376,
50.9,0.00050223,0.000143766,502.23,143.7664032,
50.92,0.00050628,0.000138283,506.28,138.2827759,
50.94,0.00050356,0.00014925,503.56,149.2500305,
50.96,0.00050356,0.000150204,503.56,150.2037048,
50.98,0.00050118,0.000142336,501.18,142.3358917,
51,0.00048721,0.000140905,487.21,140.9053802,
51.02,0.00050411,0.00014472,504.11,144.7200775,
51.04,0.00050062,0.000150442,500.62,150.4421234,
51.06,0.00050411,0.000144005,504.11,144.0048218,
51.08,0.00050055,0.000138283,500.55,138.2827759,
51.1,0.00049951,0.000143766,499.51,143.7664032,
51.12,0.00050363,0.000146627,503.63,146.6274261,
51.14,0.00050726,0.000121355,507.26,121.3550568,
51.16,0.00050509,0.000141144,505.09,141.1437988,
51.18,0.00050376,0.000144958,503.76,144.9584961,
51.2,0.00050188,0.000136137,501.88,136.1370087,
51.22,0.00050488,0.000156879,504.88,156.879425,
51.24,0.00050865,0.000127792,508.65,127.7923584,
51.26,0.0005037,0.000156164,503.7,156.1641693,
51.28,0.00050167,0.00015378,501.67,153.7799835,
51.3,0.00050111,0.00015974,501.11,159.740448,
51.32,0.00050356,0.000162363,503.56,162.3630524,
51.34,0.00050921,0.000160694,509.21,160.6941223,
51.36,0.0005023,0.000178814,502.3,178.8139343,
51.38,0.00050272,0.000140905,502.72,140.9053802,
51.4,0.00050474,0.000122309,504.74,122.3087311,
51.42,0.00050209,0.000121117,502.09,121.1166382,
51.44,0.00050118,0.000115395,501.18,115.3945923,
51.46,0.00050202,0.00012207,502.02,122.0703125,
51.48,0.00050118,0.00011754,501.18,117.5403595,
51.5,0.00049245,0.000126362,492.45,126.3618469,
51.52,0.00050125,0.00013566,501.25,135.6601715,
51.54,0.00050055,0.000149012,500.55,149.0116119,
51.56,0.00050195,0.000139713,501.95,139.7132874,
51.58,0.00050132,0.000140905,501.32,140.9053802,
51.6,0.00050572,0.000138521,505.72,138.5211945,
51.62,0.00050551,0.000139713,505.51,139.7132874,
51.64,0.00050362,0.000141621,503.62,141.620636,
51.66,0.0005016,0.000142574,501.6,142.5743103,
51.68,0.00050013,0.000138044,500.13,138.0443573,
51.7,0.00049964,0.000139952,499.64,139.9517059,
51.72,0.0004986,0.000166893,498.6,166.8930054,
51.74,0.00050153,0.000157833,501.53,157.8330994,
51.76,0.00050963,0.000155687,509.63,155.6873322,
51.78,0.00050342,0.000161648,503.42,161.6477966,
51.8,0.00050062,0.000137329,500.62,137.3291016,
51.82,0.00050237,0.000140905,502.37,140.9053802,
51.84,0.00049992,0.000137091,499.92,137.090683,
51.86,0.00050747,0.000176907,507.47,176.9065857,
51.88,0.00050265,0.000155449,502.65,155.4489136,
51.9,0.00049929,0.000162363,499.29,162.3630524,
51.92,0.00050153,0.000154495,501.53,154.4952393,
51.94,0.00050132,0.000156641,501.32,156.6410065,
51.96,0.00050558,0.000138521,505.58,138.5211945,
51.98,0.00050307,0.000148535,503.07,148.5347748,
52,0.00049978,0.000138521,499.78,138.5211945,
52.02,0.0005037,0.000131607,503.7,131.6070557,
52.04,0.00050125,0.000126362,501.25,126.3618469,
52.06,0.00050872,0.000159264,508.72,159.2636108,
52.08,0.00050097,0.000155449,500.97,155.4489136,
52.1,0.00050439,0.00015521,504.39,155.210495,
52.12,0.00050384,0.00014019,503.84,140.1901245,
52.14,0.00050202,0.000145912,502.02,145.9121704,
52.16,0.00050551,0.000136375,505.51,136.3754272,
52.18,0.00050439,0.000139713,504.39,139.7132874,
52.2,0.00050209,0.000138283,502.09,138.2827759,
52.22,0.00050565,0.000145912,505.65,145.9121704,
52.24,0.00050391,0.000137091,503.91,137.090683,
52.26,0.00050921,0.000139475,509.21,139.4748688,
52.28,0.00050572,0.000136852,505.72,136.8522644,
52.3,0.00050125,0.000145912,501.25,145.9121704,
52.32,0.00050069,0.000137091,500.69,137.090683,
52.34,0.00050153,0.000151157,501.53,151.1573792,
52.36,0.00049985,0.000135422,499.85,135.4217529,
52.38,0.00050265,0.000140429,502.65,140.4285431,
52.4,0.00050167,0.00013876,501.67,138.759613,
52.42,0.00050069,0.000157833,500.69,157.8330994,
52.44,0.00050132,0.000138521,501.32,138.5211945,
52.46,0.00050384,0.000139475,503.84,139.4748688,
52.48,0.0005009,0.000126123,500.9,126.1234283,
52.5,0.00050404,0.000135899,504.04,135.8985901,
52.52,0.000503,0.000139236,503,139.2364502,
52.54,0.00050167,0.00013876,501.67,138.759613,
52.56,0.00050593,0.000136137,505.93,136.1370087,
52.58,0.00050858,0.000146866,508.58,146.8658447,
52.6,0.00049999,0.000139713,499.99,139.7132874,
52.62,0.00050153,0.000138283,501.53,138.2827759,
52.64,0.00050111,0.000136852,501.11,136.8522644,
52.66,0.0005023,0.000145674,502.3,145.6737518,
52.68,0.00050649,0.000156641,506.49,156.6410065,
52.7,0.00050209,0.00015378,502.09,153.7799835,
52.72,0.00050307,0.000154257,503.07,154.2568207,
52.74,0.00047736,0.000170946,477.36,170.9461212,
52.76,0.00050356,0.00013876,503.56,138.759613,
52.78,0.00051271,0.00013876,512.71,138.759613,
52.8,0.00050404,0.000138283,504.04,138.2827759,
52.82,0.00050055,0.000154257,500.55,154.2568207,
52.84,0.00048407,0.000137329,484.07,137.3291016,
52.86,0.00050027,0.000137329,500.27,137.3291016,
52.88,0.0005074,0.000135899,507.4,135.8985901,
52.9,0.00050404,0.000145435,504.04,145.4353333,
52.92,0.00050209,0.000136137,502.09,136.1370087,
52.94,0.00050328,0.000133514,503.28,133.5144043,
52.96,0.00050132,0.000142574,501.32,142.5743103,
52.98,0.00050055,0.000145435,500.55,145.4353333,
53,0.00050342,0.000139713,503.42,139.7132874,
53.02,0.00050279,0.000138521,502.79,138.5211945,
53.04,0.0005037,0.000139236,503.7,139.2364502,
53.06,0.00049615,0.000146151,496.15,146.150589,
53.08,0.00050481,0.000151873,504.81,151.8726349,
53.1,0.00050216,0.00013876,502.16,138.759613,
53.12,0.00050509,0.000137568,505.09,137.5675201,
53.14,0.00049929,0.000142574,499.29,142.5743103,
53.16,0.00050321,0.000169992,503.21,169.9924469,
53.18,0.0005009,0.000154495,500.9,154.4952393,
53.2,0.00050048,0.000152111,500.48,152.1110535,
53.22,0.00049936,0.000159979,499.36,159.9788666,
53.24,0.00049958,0.00016737,499.58,167.3698425,
53.26,0.00050006,0.000139236,500.06,139.2364502,
53.28,0.00049958,0.000137329,499.58,137.3291016,
53.3,0.00050691,0.000132322,506.91,132.3223114,
53.32,0.00050083,0.000164032,500.83,164.0319824,
53.34,0.00050593,0.000161886,505.93,161.8862152,
53.36,0.00050579,0.000153065,505.79,153.0647278,
53.38,0.0005009,0.000175238,500.9,175.2376556,
53.4,0.00051075,0.000145912,510.75,145.9121704,
53.42,0.00050251,0.000136614,502.51,136.6138458,
53.44,0.00050223,0.000133514,502.23,133.5144043,
53.46,0.0005023,0.000149012,502.3,149.0116119,
53.48,0.00050223,0.000163555,502.23,163.5551453,
53.5,0.00050726,0.000152588,507.26,152.5878906,
53.52,0.00050335,0.000153542,503.35,153.5415649,
53.54,0.00049999,0.000141859,499.99,141.8590546,
53.56,0.00050027,0.000136137,500.27,136.1370087,
53.58,0.00050167,0.000136137,501.67,136.1370087,
53.6,0.00050537,0.000147104,505.37,147.1042633,
53.62,0.00050349,0.000164032,503.49,164.0319824,
53.64,0.0005023,0.000145674,502.3,145.6737518,
53.66,0.00050335,0.000146627,503.35,146.6274261,
53.68,0.00050293,0.000143051,502.93,143.0511475,
53.7,0.00050942,0.000148773,509.42,148.7731934,
53.72,0.00049978,0.00014329,499.78,143.289566,
53.74,0.00049371,0.000146627,493.71,146.6274261,
53.76,0.00050034,0.000139475,500.34,139.4748688,
53.78,0.00050083,0.000123739,500.83,123.7392426,
53.8,0.00050265,0.000125647,502.65,125.6465912,
53.82,0.00050328,0.00014925,503.28,149.2500305,
53.84,0.00050041,0.000145435,500.41,145.4353333,
53.86,0.000503,0.000147104,503,147.1042633,
53.88,0.00049545,0.000132322,495.45,132.3223114,
53.9,0.00050167,0.000126839,501.67,126.8386841,
53.92,0.00050537,0.000127792,505.37,127.7923584,
53.94,0.0005053,0.000140905,505.3,140.9053802,
53.96,0.00050398,0.000157833,503.98,157.8330994,
53.98,0.00050391,0.00014782,503.91,147.819519,
54,0.00050293,0.000125885,502.93,125.8850098,
54.02,0.00050188,0.000132322,501.88,132.3223114,
54.04,0.0005009,0.000144958,500.9,144.9584961,
54.06,0.00050216,0.000147104,502.16,147.1042633,
54.08,0.00050013,0.000144482,500.13,144.4816589,
54.1,0.00050265,0.000144482,502.65,144.4816589,
54.12,0.00050125,0.000139713,501.25,139.7132874,
54.14,0.00050097,0.000149012,500.97,149.0116119,
54.16,0.00050488,0.000140667,504.88,140.6669617,
54.18,0.00050034,0.000160456,500.34,160.4557037,
54.2,0.00050418,0.000143051,504.18,143.0511475,
54.22,0.00050893,0.00014782,508.93,147.819519,
54.24,0.0005037,0.000125408,503.7,125.4081726,
54.26,0.00050418,0.000133276,504.18,133.2759857,
54.28,0.00050244,0.000152588,502.44,152.5878906,
54.3,0.00050118,0.000155449,501.18,155.4489136,
54.32,0.00050775,0.000142336,507.75,142.3358917,
54.34,0.00050195,0.000150442,501.95,150.4421234,
54.36,0.00050202,0.000144482,502.02,144.4816589,
54.38,0.00050202,0.000153542,502.02,153.5415649,
54.4,0.00049985,0.000140429,499.85,140.4285431,
54.42,0.00050733,0.000139713,507.33,139.7132874,
54.44,0.00048994,0.000139475,489.94,139.4748688,
54.46,0.00050132,0.000157118,501.32,157.1178436,
54.48,0.0005037,0.000141144,503.7,141.1437988,
54.5,0.0005009,0.000151157,500.9,151.1573792,
54.52,0.00050803,0.000138998,508.03,138.9980316,
54.54,0.00049874,0.000149012,498.74,149.0116119,
54.56,0.00050258,0.000145435,502.58,145.4353333,
54.58,0.00049909,0.000137091,499.09,137.090683,
54.6,0.00050342,0.000137568,503.42,137.5675201,
54.62,0.00050872,0.000152349,508.72,152.349472,
54.64,0.00050055,0.000138521,500.55,138.5211945,
54.66,0.00048065,0.000122309,480.65,122.3087311,
54.68,0.00049971,0.000117302,499.71,117.3019409,
54.7,0.00050132,0.000142813,501.32,142.8127289,
54.72,0.00050495,0.000140667,504.95,140.6669617,
54.74,0.00050369,0.000137806,503.69,137.8059387,
54.76,0.00050076,0.000122309,500.76,122.3087311,
54.78,0.00050153,0.000133038,501.53,133.0375671,
54.8,0.00050383,0.000168324,503.83,168.3235168,
54.82,0.00050104,0.000156164,501.04,156.1641693,
54.84,0.00050055,0.000154972,500.55,154.9720764,
54.86,0.00049944,0.000164032,499.44,164.0319824,
54.88,0.00049964,0.000153542,499.64,153.5415649,
54.9,0.00050167,0.000131369,501.67,131.3686371,
54.92,0.00050216,0.000130177,502.16,130.1765442,
54.94,0.00050439,0.000137329,504.39,137.3291016,
54.96,0.00050195,0.000155449,501.95,155.4489136,
54.98,0.00050251,0.000153303,502.51,153.3031464,
55,0.00050132,0.000156164,501.32,156.1641693,
55.02,0.00050027,0.000177622,500.27,177.6218414,
55.04,0.00050614,0.000138044,506.14,138.0443573,
55.06,0.00050286,0.000136375,502.86,136.3754272,
55.08,0.00050062,0.000135183,500.62,135.1833344,
55.1,0.00047765,0.000142813,477.65,142.8127289,
55.12,0.00050181,0.000156164,501.81,156.1641693,
55.14,0.00051256,0.000152349,512.56,152.349472,
55.16,0.00050209,0.000154734,502.09,154.7336578,
55.18,0.00050565,0.000165701,505.65,165.7009125,
55.2,0.00049958,0.000138998,499.58,138.9980316,
55.22,0.00050013,0.000137568,500.13,137.5675201,
55.24,0.00050642,0.000138998,506.42,138.9980316,
55.26,0.00047876,0.000167608,478.76,167.6082611,
55.28,0.0004995,0.000154257,499.5,154.2568207,
55.3,0.00049958,0.00015521,499.58,155.210495,
55.32,0.00049888,0.000155449,498.88,155.4489136,
55.34,0.00051019,0.00015831,510.19,158.3099365,
55.36,0.00050488,0.000128508,504.88,128.5076141,
55.38,0.00050384,0.000128031,503.84,128.030777,
55.4,0.00049985,0.000149488,499.85,149.4884491,
55.42,0.00050013,0.000167847,500.13,167.8466797,
55.44,0.00050474,0.000137568,504.74,137.5675201,
55.46,0.00050495,0.000136137,504.95,136.1370087,
55.48,0.00049992,0.000137568,499.92,137.5675201,
55.5,0.00048351,0.0001719,483.51,171.8997955,
55.52,0.00049992,0.000130415,499.92,130.4149628,
55.54,0.00050272,0.000128984,502.72,128.9844513,
55.56,0.00050328,0.000129223,503.28,129.2228699,
55.58,0.0005009,0.000159264,500.9,159.2636108,
55.6,0.00050209,0.000137091,502.09,137.090683,
55.62,0.00050279,0.000137329,502.79,137.3291016,
55.64,0.00050411,0.000138998,504.11,138.9980316,
55.66,0.0005009,0.000148773,500.9,148.7731934,
55.68,0.00046926,0.00013876,469.26,138.759613,
55.7,0.00049936,0.000136137,499.36,136.1370087,
55.72,0.00049999,0.000138283,499.99,138.2827759,
55.74,0.00050272,0.000137806,502.72,137.8059387,
55.76,0.0005111,0.000139952,511.1,139.9517059,
55.78,0.00050384,0.000123024,503.84,123.0239868,
55.8,0.00050139,0.000139713,501.39,139.7132874,
55.82,0.00050307,0.000137329,503.07,137.3291016,
55.84,0.00050167,0.000138998,501.67,138.9980316,
55.86,0.00050747,0.000139713,507.47,139.7132874,
55.88,0.0005023,0.000138283,502.3,138.2827759,
55.9,0.00050481,0.000137568,504.81,137.5675201,
55.92,0.00050272,0.000159502,502.72,159.5020294,
55.94,0.00049168,0.000147343,491.68,147.3426819,
55.96,0.0005046,0.000155926,504.6,155.9257507,
55.98,0.00047429,0.000151873,474.29,151.8726349,
56,0.00046298,0.000141621,462.98,141.620636,
56.02,0.00050265,0.000117064,502.65,117.0635223,
56.04,0.0005046,0.000130892,504.6,130.8917999,
56.06,0.00051096,0.00013876,510.96,138.759613,
56.08,0.00050293,0.000147581,502.93,147.5811005,
56.1,0.00050041,0.000136852,500.41,136.8522644,
56.12,0.00050216,0.000137329,502.16,137.3291016,
56.14,0.00050104,0.000138521,501.04,138.5211945,
56.16,0.00050656,0.000129461,506.56,129.4612885,
56.18,0.00049902,0.000118732,499.02,118.7324524,
56.2,0.00050083,0.000118256,500.83,118.2556152,
56.22,0.00050181,0.00014472,501.81,144.7200775,
56.24,0.00050139,0.000142813,501.39,142.8127289,
56.26,0.00050593,0.00014782,505.93,147.819519,
56.28,0.00050195,0.000123739,501.95,123.7392426,
56.3,0.00050376,0.000115871,503.76,115.8714294,
56.32,0.00049992,0.000145912,499.92,145.9121704,
56.34,0.0005039,0.000159264,503.9,159.2636108,
56.36,0.00049971,0.00014782,499.71,147.819519,
56.38,0.00050502,0.000116587,505.02,116.5866852,
56.4,0.00048589,0.000146151,485.89,146.150589,
56.42,0.00050586,0.000147581,505.86,147.5811005,
56.44,0.00050488,0.000139952,504.88,139.9517059,
56.46,0.00049978,0.000135899,499.78,135.8985901,
56.48,0.00046158,0.000143766,461.58,143.7664032,
56.5,0.00050167,0.000138283,501.67,138.2827759,
56.52,0.00050307,0.00014019,503.07,140.1901245,
56.54,0.0004854,0.000123262,485.4,123.2624054,
56.56,0.00049929,0.000122547,499.29,122.5471497,
56.58,0.00050873,0.000134706,508.73,134.7064972,
56.6,0.00050069,0.000150204,500.69,150.2037048,
56.62,0.00050502,0.000136614,505.02,136.6138458,
56.64,0.00050006,0.00014472,500.06,144.7200775,
56.66,0.00050139,0.00013876,501.39,138.759613,
56.68,0.00050069,0.000131845,500.69,131.8454742,
56.7,0.00050537,0.000138044,505.37,138.0443573,
56.72,0.00050146,0.000145197,501.46,145.1969147,
56.74,0.00050411,0.000137091,504.11,137.090683,
56.76,0.0005023,0.000169992,502.3,169.9924469,
56.78,0.00050286,0.000151873,502.86,151.8726349,
56.8,0.00050279,0.000162125,502.79,162.1246338,
56.82,0.00050111,0.000154257,501.11,154.2568207,
56.84,0.0005067,0.000185966,506.7,185.9664917,
56.86,0.00050383,0.000136852,503.83,136.8522644,
56.88,0.00050104,0.000141621,501.04,141.620636,
56.9,0.00050495,0.000136614,504.95,136.6138458,
56.92,0.00050048,0.000159502,500.48,159.5020294,
56.94,0.00050537,0.000137091,505.37,137.090683,
56.96,0.00050013,0.000122786,500.13,122.7855682,
56.98,0.0005046,0.00013566,504.6,135.6601715,
57,0.00050761,0.000158548,507.61,158.5483551,
57.02,0.00050397,0.000139713,503.97,139.7132874,
57.04,0.000503,0.000128508,503,128.5076141,
57.06,0.00050202,0.00011754,502.02,117.5403595,
57.08,0.00050488,0.000126123,504.88,126.1234283,
57.1,0.00050593,0.000128508,505.93,128.5076141,
57.12,0.00045467,0.000139952,454.67,139.9517059,
57.14,0.00050544,0.000148535,505.44,148.5347748,
57.16,0.00050153,0.000146627,501.53,146.6274261,
57.18,0.00047401,0.000148058,474.01,148.0579376,
57.2,0.00048519,0.000141144,485.19,141.1437988,
57.22,0.00050041,0.000149488,500.41,149.4884491,
57.24,0.0005002,0.000147104,500.2,147.1042633,
57.26,0.00049958,0.000154495,499.58,154.4952393,
57.28,0.00049944,0.000134468,499.44,134.4680786,
57.3,0.00050314,0.000137568,503.14,137.5675201,
57.32,0.00048533,0.000138521,485.33,138.5211945,
57.34,0.00048072,0.000162601,480.72,162.6014709,
57.36,0.00045739,0.000159979,457.39,159.9788666,
57.38,0.00050153,0.000165224,501.53,165.2240753,
57.4,0.00046912,0.000141859,469.12,141.8590546,
57.42,0.0005016,0.00015974,501.6,159.740448,
57.44,0.00048784,0.000125647,487.84,125.6465912,
57.46,0.00050153,0.000149012,501.53,149.0116119,
57.48,0.00050544,0.000143528,505.44,143.5279846,
57.5,0.00050607,0.00016737,506.07,167.3698425,
57.52,0.00051152,0.00014329,511.52,143.289566,
57.54,0.00049916,0.000148535,499.16,148.5347748,
57.56,0.00050314,0.000144005,503.14,144.0048218,
57.58,0.0005009,0.000145674,500.9,145.6737518,
57.6,0.00050509,0.000150442,505.09,150.4421234,
57.62,0.00050831,0.000165462,508.31,165.4624939,
57.64,0.00050384,0.000161648,503.84,161.6477966,
57.66,0.00050265,0.000179529,502.65,179.5291901,
57.68,0.00050146,0.000157833,501.46,157.8330994,
57.7,0.00050062,0.000163317,500.62,163.3167267,
57.72,0.00051054,0.000157833,510.54,157.8330994,
57.74,0.00050069,0.000173807,500.69,173.8071442,
57.76,0.00050076,0.000145435,500.76,145.4353333,
57.78,0.00046843,0.000146627,468.43,146.6274261,
57.8,0.00050258,0.000146866,502.58,146.8658447,
57.82,0.00050893,0.00015378,508.93,153.7799835,
57.84,0.00050216,0.000144243,502.16,144.2432404,
57.86,0.00050188,0.000144958,501.88,144.9584961,
57.88,0.00047569,0.000127316,475.69,127.3155212,
57.9,0.00050237,0.000127554,502.37,127.5539398,
57.92,0.00050614,0.000125885,506.14,125.8850098,
57.94,0.00050342,0.000126123,503.42,126.1234283,
57.96,0.00050041,0.00013423,500.41,134.22966,
57.98,0.00047255,0.000145674,472.55,145.6737518,
58,0.00050083,0.00014019,500.83,140.1901245,
58.02,0.00050349,0.000145197,503.49,145.1969147,
58.04,0.00050782,0.000134945,507.82,134.9449158,
58.06,0.00050425,0.000137091,504.25,137.090683,
58.08,0.00050321,0.000140429,503.21,140.4285431,
58.1,0.00050446,0.000145197,504.46,145.1969147,
58.12,0.00050111,0.000141382,501.11,141.3822174,
58.14,0.00050907,0.000138044,509.07,138.0443573,
58.16,0.0005009,0.000137806,500.9,137.8059387,
58.18,0.00050153,0.000145674,501.53,145.6737518,
58.2,0.00050097,0.000136852,500.97,136.8522644,
58.22,0.00048609,0.000135183,486.09,135.1833344,
58.24,0.00049818,0.000177145,498.18,177.1450043,
58.26,0.00050132,0.000159025,501.32,159.0251923,
