time,,,MPC,RL,RL_opal_RT
23.54,0.00049978,0.000156879,499.78,156.879425,
23.56,0.00050132,0.000141144,501.32,141.1437988,
23.58,0.00049923,0.000143528,499.23,143.5279846,
23.6,0.00050558,0.000142574,505.58,142.5743103,
23.62,0.00050125,0.000143528,501.25,143.5279846,
23.64,0.00049944,0.000145197,499.44,145.1969147,
23.66,0.00050048,0.000141621,500.48,141.620636,
23.68,0.00050139,0.00014329,501.39,143.289566,
23.7,0.00050153,0.000146389,501.53,146.3890076,
23.72,0.00049929,0.000146389,499.29,146.3890076,
23.74,0.00050118,0.000151157,501.18,151.1573792,
23.76,0.00050013,0.0001297,500.13,129.699707,
23.78,0.0005009,0.000123978,500.9,123.9776611,
23.8,0.00050328,0.000144958,503.28,144.9584961,
23.82,0.00050104,0.000131607,501.04,131.6070557,
23.84,0.0005009,0.000132561,500.9,132.56073,
23.86,0.00050041,0.000132561,500.41,132.56073,
23.88,0.00050013,0.000162125,500.13,162.1246338,
23.9,0.00050118,0.00016737,501.18,167.3698425,
23.92,0.00050586,0.00014782,505.86,147.819519,
23.94,0.00050104,0.000145435,501.04,145.4353333,
23.96,0.00049992,0.000158072,499.92,158.0715179,
23.98,0.00050104,0.000140429,501.04,140.4285431,
24,0.00049971,0.000163555,499.71,163.5551453,
24.02,0.00050614,0.000191212,506.14,191.2117004,
24.04,0.00050034,0.000145197,500.34,145.1969147,
24.06,0.00050174,0.000140429,501.74,140.4285431,
24.08,0.00050097,0.000149488,500.97,149.4884491,
24.1,0.00049922,0.000153542,499.22,153.5415649,
24.12,0.00050558,0.000142813,505.58,142.8127289,
24.14,0.00050125,0.000144958,501.25,144.9584961,
24.16,0.00050006,0.000146389,500.06,146.3890076,
24.18,0.00049922,0.000129223,499.22,129.2228699,
24.2,0.00049909,0.000122547,499.09,122.5471497,
24.22,0.00050649,0.000139475,506.49,139.4748688,
24.24,0.00049936,0.000147581,499.36,147.5811005,
24.26,0.00050139,0.000146627,501.39,146.6274261,
24.28,0.00050097,0.000168085,500.97,168.0850983,
24.3,0.00049958,0.000139713,499.58,139.7132874,
24.32,0.00050754,0.000142336,507.54,142.3358917,
24.34,0.00049992,0.000147343,499.92,147.3426819,
24.36,0.00050111,0.000151396,501.11,151.3957977,
24.38,0.00049951,0.000145674,499.51,145.6737518,
24.4,0.00050076,0.00014472,500.76,144.7200775,
24.42,0.00050216,0.000136614,502.16,136.6138458,
24.44,0.00049971,0.000148773,499.71,148.7731934,
24.46,0.00049964,0.000141144,499.64,141.1437988,
24.48,0.00049964,0.000141621,499.64,141.620636,
24.5,0.00049867,0.000138044,498.67,138.0443573,
24.52,0.00050104,0.000150919,501.04,150.9189606,
24.54,0.00050132,0.000138521,501.32,138.5211945,
24.56,0.00050118,0.00014019,501.18,140.1901245,
24.58,0.00050069,0.00013876,500.69,138.759613,
24.6,0.00050062,0.000139713,500.62,139.7132874,
24.62,0.00049971,0.000145435,499.71,145.4353333,
24.64,0.00050544,0.000140667,505.44,140.6669617,
24.66,0.00050048,0.000137568,500.48,137.5675201,
24.68,0.00050202,0.000139475,502.02,139.4748688,
24.7,0.00049951,0.000140667,499.51,140.6669617,
24.72,0.00050174,0.000138044,501.74,138.0443573,
24.74,0.00050628,0.000138044,506.28,138.0443573,
24.76,0.00050013,0.000144243,500.13,144.2432404,
24.78,0.00049922,0.000140667,499.22,140.6669617,
24.8,0.00049971,0.000135422,499.71,135.4217529,
24.82,0.00050076,0.000146627,500.76,146.6274261,
24.84,0.00050509,0.000137806,505.09,137.8059387,
24.86,0.00050146,0.000146151,501.46,146.150589,
24.88,0.00050062,0.000125408,500.62,125.4081726,
24.9,0.00050097,0.00013566,500.97,135.6601715,
24.92,0.00050069,0.000137329,500.69,137.3291016,
24.94,0.00050572,0.000145674,505.72,145.6737518,
24.96,0.00050181,0.000139952,501.81,139.9517059,
24.98,0.00050223,0.000136852,502.23,136.8522644,
25,0.00050062,0.000139236,500.62,139.2364502,
25.02,0.00050083,0.000149012,500.83,149.0116119,
25.04,0.00050076,0.000140905,500.76,140.9053802,
25.06,0.00049978,0.000136375,499.78,136.3754272,
25.08,0.0005009,0.000139952,500.9,139.9517059,
25.1,0.00049971,0.000118256,499.71,118.2556152,
25.12,0.00050027,0.000139475,500.27,139.4748688,
25.14,0.00050237,0.000138521,502.37,138.5211945,
25.16,0.00050754,0.000137091,507.54,137.090683,
25.18,0.00050139,0.000133991,501.39,133.9912415,
25.2,0.00049929,0.000147104,499.29,147.1042633,
25.22,0.00050258,0.000137568,502.58,137.5675201,
25.24,0.00049964,0.00014019,499.64,140.1901245,
25.26,0.00050579,0.000145197,505.79,145.1969147,
25.28,0.00050104,0.000151157,501.04,151.1573792,
25.3,0.00050048,0.000135899,500.48,135.8985901,
25.32,0.00050132,0.000137806,501.32,137.8059387,
25.34,0.00050153,0.000138998,501.53,138.9980316,
25.36,0.00050893,0.000152588,508.93,152.5878906,
25.38,0.00050167,0.000139475,501.67,139.4748688,
25.4,0.0005023,0.000136614,502.3,136.6138458,
25.42,0.00050111,0.000144482,501.11,144.4816589,
25.44,0.00050188,0.000137806,501.88,137.8059387,
25.46,0.00050712,0.000137568,507.12,137.5675201,
25.48,0.0005023,0.000137329,502.3,137.3291016,
25.5,0.00050125,0.000138283,501.25,138.2827759,
25.52,0.00050293,0.000139952,502.93,139.9517059,
25.54,0.00050041,0.000151396,500.41,151.3957977,
25.56,0.00049978,0.000138044,499.78,138.0443573,
25.58,0.00050118,0.000137568,501.18,137.5675201,
25.6,0.0005023,0.000146866,502.3,146.8658447,
25.62,0.00050013,0.00013876,500.13,138.759613,
25.64,0.00050174,0.00013876,501.74,138.759613,
25.66,0.00049985,0.000139236,499.85,139.2364502,
25.68,0.00050097,0.000134945,500.97,134.9449158,
25.7,0.00050041,0.000138998,500.41,138.9980316,
25.72,0.00050188,0.000136137,501.88,136.1370087,
25.74,0.00050153,0.00013876,501.53,138.759613,
25.76,0.00050111,0.000138283,501.11,138.2827759,
25.78,0.00050146,0.00014925,501.46,149.2500305,
25.8,0.00049957,0.000138283,499.57,138.2827759,
25.82,0.00050083,0.000138283,500.83,138.2827759,
25.84,0.00050097,0.00013566,500.97,135.6601715,
25.86,0.00049971,0.000147343,499.71,147.3426819,
25.88,0.00050754,0.000137806,507.54,137.8059387,
25.9,0.0005009,0.000136614,500.9,136.6138458,
25.92,0.00050125,0.000136137,501.25,136.1370087,
25.94,0.00049999,0.000145674,499.99,145.6737518,
25.96,0.00050013,0.000137091,500.13,137.090683,
25.98,0.00050488,0.000137091,504.88,137.090683,
26,0.00049944,0.000136614,499.44,136.6138458,
26.02,0.00050104,0.000136137,501.04,136.1370087,
26.04,0.00050083,0.000141144,500.83,141.1437988,
26.06,0.0005002,0.000123501,500.2,123.500824,
26.08,0.00050621,0.000118017,506.21,118.0171967,
26.1,0.00050188,0.000116825,501.88,116.8251038,
26.12,0.00050118,0.000130892,501.18,130.8917999,
26.14,0.00050027,0.000118256,500.27,118.2556152,
26.16,0.00050146,0.000133514,501.46,133.5144043,
26.18,0.00050621,0.000145435,506.21,145.4353333,
26.2,0.00049985,0.000137091,499.85,137.090683,
26.22,0.00050013,0.000139475,500.13,139.4748688,
26.24,0.00050111,0.000136375,501.11,136.3754272,
26.26,0.00050293,0.000115871,502.93,115.8714294,
26.28,0.00050223,0.000138998,502.23,138.9980316,
26.3,0.00050174,0.000145912,501.74,145.9121704,
26.32,0.0005002,0.000140429,500.2,140.4285431,
26.34,0.00049881,0.000147343,498.81,147.3426819,
26.36,0.00050055,0.00013876,500.55,138.759613,
26.38,0.00050083,0.000147343,500.83,147.3426819,
26.4,0.00050069,0.000117302,500.69,117.3019409,
26.42,0.00049957,0.000123978,499.57,123.9776611,
26.44,0.00050132,0.000133276,501.32,133.2759857,
26.46,0.00050216,0.000141382,502.16,141.3822174,
26.48,0.00050223,0.000139475,502.23,139.4748688,
26.5,0.00050237,0.000144958,502.37,144.9584961,
26.52,0.00050062,0.000136852,500.62,136.8522644,
26.54,0.0005023,0.000138044,502.3,138.0443573,
26.56,0.00050111,0.000145197,501.11,145.1969147,
26.58,0.00050153,0.000144958,501.53,144.9584961,
26.6,0.00050083,0.000143766,500.83,143.7664032,
26.62,0.0004995,0.000133991,499.5,133.9912415,
26.64,0.00050237,0.000143528,502.37,143.5279846,
26.66,0.00050083,0.000146389,500.83,146.3890076,
26.68,0.0005009,0.000138283,500.9,138.2827759,
26.7,0.00050663,0.000133991,506.63,133.9912415,
26.72,0.00050034,0.000145435,500.34,145.4353333,
26.74,0.00050279,0.000153542,502.79,153.5415649,
26.76,0.00050202,0.00014019,502.02,140.1901245,
26.78,0.00050209,0.000123262,502.09,123.2624054,
26.8,0.00050523,0.000119209,505.23,119.2092896,
26.82,0.0005016,0.000123978,501.6,123.9776611,
26.84,0.00050069,0.000116348,500.69,116.3482666,
26.86,0.00049985,0.000122786,499.85,122.7855682,
26.88,0.00050013,0.000140429,500.13,140.4285431,
26.9,0.00050628,0.00015378,506.28,153.7799835,
26.92,0.0005009,0.000138283,500.9,138.2827759,
26.94,0.0005023,0.000123739,502.3,123.7392426,
26.96,0.00050055,0.000118017,500.55,118.0171967,
26.98,0.00049929,0.000123024,499.29,123.0239868,
27,0.000506,0.000144243,506,144.2432404,
27.02,0.00050188,0.000145674,501.88,145.6737518,
27.04,0.00050111,0.000138998,501.11,138.9980316,
27.06,0.00050174,0.00013876,501.74,138.759613,
27.08,0.00050223,0.000149012,502.23,149.0116119,
27.1,0.00050537,0.000137091,505.37,137.090683,
27.12,0.00049936,0.000118017,499.36,118.0171967,
27.14,0.00049936,0.000145674,499.36,145.6737518,
27.16,0.00050006,0.000147343,500.06,147.3426819,
27.18,0.00049846,0.000147104,498.46,147.1042633,
27.2,0.00050202,0.000146151,502.02,146.150589,
27.22,0.00050055,0.000144005,500.55,144.0048218,
27.24,0.00050069,0.000139713,500.69,139.7132874,
27.26,0.00049916,0.000144243,499.16,144.2432404,
27.28,0.0005016,0.000148773,501.6,148.7731934,
27.3,0.00049971,0.000145674,499.71,145.6737518,
27.32,0.00049902,0.000154257,499.02,154.2568207,
27.34,0.00050034,0.000131845,500.34,131.8454742,
27.36,0.00050013,0.000142336,500.13,142.3358917,
27.38,0.00050139,0.00015831,501.39,158.3099365,
27.4,0.00049951,0.000145674,499.51,145.6737518,
27.42,0.00050656,0.000133753,506.56,133.7528229,
27.44,0.00050013,0.00014329,500.13,143.289566,
27.46,0.00050104,0.00015831,501.04,158.3099365,
27.48,0.0005016,0.000156164,501.6,156.1641693,
27.5,0.00049999,0.000132322,499.99,132.3223114,
27.52,0.00050642,0.000143528,506.42,143.5279846,
27.54,0.00050139,0.000158787,501.39,158.7867737,
27.56,0.00050111,0.000159025,501.11,159.0251923,
27.58,0.00050083,0.00015378,500.83,153.7799835,
27.6,0.00050153,0.00014472,501.53,144.7200775,
27.62,0.00050691,0.000153303,506.91,153.3031464,
27.64,0.00050195,0.000155449,501.95,155.4489136,
27.66,0.00049992,0.000149965,499.92,149.9652863,
27.68,0.0005009,0.000145674,500.9,145.6737518,
27.7,0.0005016,0.000143051,501.6,143.0511475,
27.72,0.00050048,0.000125647,500.48,125.6465912,
27.74,0.0004993,0.000126123,499.3,126.1234283,
27.76,0.00049964,0.000143528,499.64,143.5279846,
27.78,0.00050146,0.000150681,501.46,150.680542,
27.8,0.00050195,0.000141382,501.95,141.3822174,
27.82,0.00049881,0.00014925,498.81,149.2500305,
27.84,0.00050139,0.000145435,501.39,145.4353333,
27.86,0.0005002,0.000158548,500.2,158.5483551,
27.88,0.00050118,0.000142097,501.18,142.0974731,
27.9,0.00049978,0.000147104,499.78,147.1042633,
27.92,0.00049936,0.000144958,499.36,144.9584961,
27.94,0.00050796,0.000148535,507.96,148.5347748,
27.96,0.00049964,0.000138044,499.64,138.0443573,
27.98,0.00050097,0.000136852,500.97,136.8522644,
28,0.00050027,0.000137329,500.27,137.3291016,
28.02,0.00050125,0.000148296,501.25,148.2963562,
28.04,0.00050565,0.000142097,505.65,142.0974731,
28.06,0.00050139,0.000160933,501.39,160.9325409,
28.08,0.0005016,0.000142813,501.6,142.8127289,
28.1,0.0005009,0.000139952,500.9,139.9517059,
28.12,0.00049971,0.000136137,499.71,136.1370087,
28.14,0.00050768,0.000166655,507.68,166.6545868,
28.16,0.00050132,0.000143051,501.32,143.0511475,
28.18,0.00050146,0.000143766,501.46,143.7664032,
28.2,0.0005002,0.000139713,500.2,139.7132874,
28.22,0.00050132,0.000149727,501.32,149.7268677,
28.24,0.00050614,0.000142336,506.14,142.3358917,
28.26,0.00050055,0.000146151,500.55,146.150589,
28.28,0.00050104,0.000139475,501.04,139.4748688,
28.3,0.00050195,0.000148535,501.95,148.5347748,
28.32,0.00049992,0.000151634,499.92,151.6342163,
28.34,0.00049971,0.000145435,499.71,145.4353333,
28.36,0.00049916,0.000142574,499.16,142.5743103,
28.38,0.00049916,0.000142574,499.16,142.5743103,
28.4,0.00050104,0.000144243,501.04,144.2432404,
28.42,0.00049992,0.00014925,499.92,149.2500305,
28.44,0.00050209,0.000144482,502.09,144.4816589,
28.46,0.00050272,0.000145674,502.72,145.6737518,
28.48,0.00049909,0.000147104,499.09,147.1042633,
28.5,0.0005016,0.000148058,501.6,148.0579376,
28.52,0.0005023,0.000150442,502.3,150.4421234,
28.54,0.00049992,0.000126123,499.92,126.1234283,
28.56,0.00050097,0.00014925,500.97,149.2500305,
28.58,0.00049923,0.000142813,499.23,142.8127289,
28.6,0.00050223,0.000142097,502.23,142.0974731,
28.62,0.0005009,0.000157118,500.9,157.1178436,
28.64,0.00050125,0.000148535,501.25,148.5347748,
28.66,0.00050558,0.00014472,505.58,144.7200775,
28.68,0.00050244,0.00012517,502.44,125.169754,
28.7,0.0005016,0.000119925,501.6,119.9245453,
28.72,0.00050118,0.000137806,501.18,137.8059387,
28.74,0.00049971,0.00013876,499.71,138.759613,
28.76,0.00050544,0.000139713,505.44,139.7132874,
28.78,0.00049964,0.000139236,499.64,139.2364502,
28.8,0.0005016,0.000149488,501.6,149.4884491,
28.82,0.00049936,0.000138283,499.36,138.2827759,
28.84,0.00049944,0.000138044,499.44,138.0443573,
28.86,0.00050565,0.000137806,505.65,137.8059387,
28.88,0.00050167,0.000152111,501.67,152.1110535,
28.9,0.0005002,0.000138283,500.2,138.2827759,
28.92,0.00050069,0.000140667,500.69,140.6669617,
28.94,0.00050083,0.00013876,500.83,138.759613,
28.96,0.00050439,0.000156403,504.39,156.4025879,
28.98,0.00050132,0.000139475,501.32,139.4748688,
29,0.00049999,0.000141621,499.99,141.620636,
29.02,0.00050272,0.000138044,502.72,138.0443573,
29.04,0.00050027,0.000150204,500.27,150.2037048,
29.06,0.00050034,0.000119209,500.34,119.2092896,
29.08,0.00050027,0.000120878,500.27,120.8782196,
29.1,0.00049853,0.000136137,498.53,136.1370087,
29.12,0.00050027,0.000143528,500.27,143.5279846,
29.14,0.00050132,0.000138521,501.32,138.5211945,
29.16,0.00049985,0.000137806,499.85,137.8059387,
29.18,0.00050698,0.000138044,506.98,138.0443573,
29.2,0.00049951,0.000142813,499.51,142.8127289,
29.22,0.00050097,0.000146866,500.97,146.8658447,
29.24,0.00049909,0.000139713,499.09,139.7132874,
29.26,0.00049902,0.000137091,499.02,137.090683,
29.28,0.0005067,0.000142336,506.7,142.3358917,
29.3,0.00050132,0.00014925,501.32,149.2500305,
29.32,0.00050097,0.000141382,500.97,141.3822174,
29.34,0.0005009,0.000141144,500.9,141.1437988,
29.36,0.00050195,0.000144482,501.95,144.4816589,
29.38,0.00050509,0.000148773,505.09,148.7731934,
29.4,0.00049971,0.000139475,499.71,139.4748688,
29.42,0.00049895,0.000143528,498.95,143.5279846,
29.44,0.00049992,0.000137329,499.92,137.3291016,
29.46,0.00049853,0.000137329,498.53,137.3291016,
29.48,0.00050642,0.000142574,506.42,142.5743103,
29.5,0.00049944,0.000137806,499.44,137.8059387,
29.52,0.00050139,0.000138044,501.39,138.0443573,
29.54,0.00050048,0.000132799,500.48,132.7991486,
29.56,0.00050167,0.000141382,501.67,141.3822174,
29.58,0.00050013,0.000146866,500.13,146.8658447,
29.6,0.00049958,0.000139236,499.58,139.2364502,
29.62,0.00050062,0.000139952,500.62,139.9517059,
29.64,0.00050202,0.000155687,502.02,155.6873322,
29.66,0.00050111,0.000157118,501.11,157.1178436,
29.68,0.0005016,0.000140905,501.6,140.9053802,
29.7,0.00050111,0.000136614,501.11,136.6138458,
29.72,0.00049944,0.000136137,499.44,136.1370087,
29.74,0.00050097,0.000135422,500.97,135.4217529,
29.76,0.00050146,0.000138283,501.46,138.2827759,
29.78,0.00050069,0.00015378,500.69,153.7799835,
29.8,0.00050474,0.000146151,504.74,146.150589,
29.82,0.00050118,0.000117064,501.18,117.0635223,
29.84,0.00049971,0.000143766,499.71,143.7664032,
29.86,0.00049992,0.000137568,499.92,137.5675201,
29.88,0.00050188,0.000138044,501.88,138.0443573,
29.9,0.000506,0.000150919,506,150.9189606,
29.92,0.00049992,0.000143051,499.92,143.0511475,
29.94,0.00050139,0.000146389,501.39,146.3890076,
29.96,0.00049867,0.000140667,498.67,140.6669617,
29.98,0.00049964,0.000147343,499.64,147.3426819,
30,0.00050691,0.000125408,506.91,125.4081726,
30.02,0.00049936,0.000134706,499.36,134.7064972,
30.04,0.00050118,0.000139236,501.18,139.2364502,
30.06,0.00050069,0.000148058,500.69,148.0579376,
30.08,0.00050244,0.000150681,502.44,150.680542,
30.1,0.00050111,0.000133991,501.11,133.9912415,
30.12,0.00049902,0.000137568,499.02,137.5675201,
30.14,0.00050265,0.000156879,502.65,156.879425,
30.16,0.00050125,0.000147104,501.25,147.1042633,
30.18,0.00050132,0.000139475,501.32,139.4748688,
30.2,0.00050041,0.00013876,500.41,138.759613,
30.22,0.00050167,0.000146866,501.67,146.8658447,
30.24,0.00050265,0.000136614,502.65,136.6138458,
30.26,0.00050167,0.00014329,501.67,143.289566,
30.28,0.0005002,0.000142097,500.2,142.0974731,
30.3,0.00049992,0.000146151,499.92,146.150589,
30.32,0.00050411,0.000140667,504.11,140.6669617,
30.34,0.00050202,0.000135422,502.02,135.4217529,
30.36,0.00050062,0.00014329,500.62,143.289566,
30.38,0.00050006,0.000154257,500.06,154.2568207,
30.4,0.0005009,0.000135422,500.9,135.4217529,
30.42,0.00050453,0.000117779,504.53,117.7787781,
30.44,0.00050181,0.0001266,501.81,126.6002655,
30.46,0.00050034,0.000117064,500.34,117.0635223,
30.48,0.00049888,0.000133991,498.88,133.9912415,
30.5,0.00050146,0.000146389,501.46,146.3890076,
30.52,0.00050635,0.000138044,506.35,138.0443573,
30.54,0.00049964,0.000148058,499.64,148.0579376,
30.56,0.00050139,0.000140667,501.39,140.6669617,
30.58,0.00049929,0.000148296,499.29,148.2963562,
30.6,0.00050174,0.000139952,501.74,139.9517059,
30.62,0.00049992,0.000146389,499.92,146.3890076,
30.64,0.00050076,0.000146866,500.76,146.8658447,
30.66,0.00050153,0.000150919,501.53,150.9189606,
30.68,0.00049971,0.000139713,499.71,139.7132874,
30.7,0.00050132,0.000131369,501.32,131.3686371,
30.72,0.00049944,0.000137568,499.44,137.5675201,
30.74,0.00049951,0.000140905,499.51,140.9053802,
30.76,0.0004995,0.000137806,499.5,137.8059387,
30.78,0.00050083,0.000138998,500.83,138.9980316,
30.8,0.00049957,0.00014925,499.57,149.2500305,
30.82,0.00049992,0.000138998,499.92,138.9980316,
30.84,0.00050467,0.000139236,504.67,139.2364502,
30.86,0.00050111,0.000141859,501.11,141.8590546,
30.88,0.00050188,0.000146389,501.88,146.3890076,
30.9,0.00049958,0.000137091,499.58,137.090683,
30.92,0.00050202,0.000134706,502.02,134.7064972,
30.94,0.00050719,0.000143766,507.19,143.7664032,
30.96,0.0005016,0.00013876,501.6,138.759613,
30.98,0.00050041,0.000137091,500.41,137.090683,
31,0.00050174,0.000122547,501.74,122.5471497,
31.02,0.00050062,0.000119925,500.62,119.9245453,
31.04,0.00050733,0.000136614,507.33,136.6138458,
31.06,0.00050237,0.000147104,502.37,147.1042633,
31.08,0.00049874,0.000138521,498.74,138.5211945,
31.1,0.00050104,0.000147343,501.04,147.3426819,
31.12,0.00050083,0.00014782,500.83,147.819519,
31.14,0.00050181,0.000152826,501.81,152.8263092,
31.16,0.0005016,0.000144243,501.6,144.2432404,
31.18,0.00049999,0.000141144,499.99,141.1437988,
31.2,0.00050006,0.00014472,500.06,144.7200775,
31.22,0.000503,0.000126123,503,126.1234283,
31.24,0.00049964,0.000143051,499.64,143.0511475,
31.26,0.00050048,0.000138521,500.48,138.5211945,
31.28,0.00050244,0.000152349,502.44,152.349472,
31.3,0.00050167,0.000146389,501.67,146.3890076,
31.32,0.00049985,0.000141621,499.85,141.620636,
31.34,0.0005016,0.000125647,501.6,125.6465912,
31.36,0.00050614,0.000132084,506.14,132.0838928,
31.38,0.0005016,0.000126839,501.6,126.8386841,
31.4,0.00050076,0.000127077,500.76,127.0771027,
31.42,0.00050041,0.000117064,500.41,117.0635223,
31.44,0.0005016,0.000122309,501.6,122.3087311,
31.46,0.00050635,0.000130177,506.35,130.1765442,
31.48,0.00050083,0.000136375,500.83,136.3754272,
31.5,0.00050265,0.000138998,502.65,138.9980316,
31.52,0.00049964,0.000145912,499.64,145.9121704,
31.54,0.00049888,0.00014472,498.88,144.7200775,
31.56,0.00050684,0.000147104,506.84,147.1042633,
31.58,0.0005002,0.000144005,500.2,144.0048218,
31.6,0.00050104,0.000145435,501.04,145.4353333,
31.62,0.00049992,0.000143051,499.92,143.0511475,
31.64,0.00050118,0.000138283,501.18,138.2827759,
31.66,0.00050747,0.000147343,507.47,147.3426819,
31.68,0.00050139,0.000144958,501.39,144.9584961,
31.7,0.00050055,0.000155449,500.55,155.4489136,
31.72,0.00050362,0.000144482,503.62,144.4816589,
31.74,0.00050062,0.000126839,500.62,126.8386841,
31.76,0.00050586,0.000123262,505.86,123.2624054,
31.78,0.00049867,0.000124454,498.67,124.4544983,
31.8,0.00050069,0.00013876,500.69,138.759613,
31.82,0.0005016,0.000148058,501.6,148.0579376,
31.84,0.00050062,0.000142813,500.62,142.8127289,
31.86,0.00050607,0.00014472,506.07,144.7200775,
31.88,0.00050041,0.000143766,500.41,143.7664032,
31.9,0.00050076,0.000154018,500.76,154.0184021,
31.92,0.00049957,0.000140429,499.57,140.4285431,
31.94,0.00049902,0.000142336,499.02,142.3358917,
31.96,0.00049944,0.000141382,499.44,141.3822174,
31.98,0.00050013,0.000157595,500.13,157.5946808,
32,0.0005016,0.00014329,501.6,143.289566,
32.02,0.00050062,0.000143528,500.62,143.5279846,
32.04,0.00050244,0.000127316,502.44,127.3155212,
32.06,0.00050125,0.000138283,501.25,138.2827759,
32.08,0.00050132,0.000143528,501.32,143.5279846,
32.1,0.00050111,0.000145197,501.11,145.1969147,
32.12,0.00050027,0.000142813,500.27,142.8127289,
32.14,0.00050048,0.00014019,500.48,140.1901245,
32.16,0.00049985,0.000144005,499.85,144.0048218,
32.18,0.00050705,0.00014472,507.05,144.7200775,
32.2,0.00050111,0.000121117,501.11,121.1166382,
32.22,0.00050069,0.000124216,500.69,124.2160797,
32.24,0.00049992,0.000147343,499.92,147.3426819,
32.26,0.00050153,0.000144243,501.53,144.2432404,
32.28,0.00050565,0.000140667,505.65,140.6669617,
32.3,0.00050076,0.000140429,500.76,140.4285431,
32.32,0.0004995,0.000152349,499.5,152.349472,
32.34,0.00050132,0.000142336,501.32,142.3358917,
32.36,0.00050335,0.000139236,503.35,139.2364502,
32.38,0.0005046,0.000141382,504.6,141.3822174,
32.4,0.00050202,0.000156641,502.02,156.6410065,
32.42,0.00050118,0.000141859,501.18,141.8590546,
32.44,0.00050041,0.000138998,500.41,138.9980316,
32.46,0.00050293,0.000139952,502.93,139.9517059,
32.48,0.00050705,0.000145197,507.05,145.1969147,
32.5,0.00050118,0.000140905,501.18,140.9053802,
32.52,0.00049971,0.000142574,499.71,142.5743103,
32.54,0.00049958,0.000144005,499.58,144.0048218,
32.56,0.00050195,0.000141621,501.95,141.620636,
32.58,0.00050551,0.000143051,505.51,143.0511475,
32.6,0.00050118,0.000142813,501.18,142.8127289,
32.62,0.00049936,0.000139952,499.36,139.9517059,
32.64,0.00050069,0.000144243,500.69,144.2432404,
32.66,0.00050069,0.000143766,500.69,143.7664032,
32.68,0.00050488,0.000149488,504.88,149.4884491,
32.7,0.00049929,0.000136614,499.29,136.6138458,
32.72,0.00050048,0.000145912,500.48,145.9121704,
32.74,0.00050139,0.00014925,501.39,149.2500305,
32.76,0.00049964,0.000139475,499.64,139.4748688,
32.78,0.00050076,0.000138998,500.76,138.9980316,
32.8,0.00049992,0.000145912,499.92,145.9121704,
32.82,0.00050048,0.000126839,500.48,126.8386841,
32.84,0.00049922,0.000119925,499.22,119.9245453,
32.86,0.00049964,0.000117779,499.64,117.7787781,
32.88,0.00050013,0.000142097,500.13,142.0974731,
32.9,0.00050006,0.000158787,500.06,158.7867737,
32.92,0.00050167,0.000162125,501.67,162.1246338,
32.94,0.00050083,0.000144243,500.83,144.2432404,
32.96,0.0004995,0.000144005,499.5,144.0048218,
32.98,0.00050251,0.000138283,502.51,138.2827759,
33,0.00050111,0.00014782,501.11,147.819519,
33.02,0.00049999,0.000136614,499.99,136.6138458,
33.04,0.00050181,0.000151396,501.81,151.3957977,
33.06,0.00049964,0.00013566,499.64,135.6601715,
33.08,0.00049936,0.000145435,499.36,145.4353333,
33.1,0.00050649,0.000147343,506.49,147.3426819,
33.12,0.00049853,0.000151396,498.53,151.3957977,
33.14,0.00050125,0.000142813,501.25,142.8127289,
33.16,0.00050195,0.00014472,501.95,144.7200775,
33.18,0.00049978,0.000146866,499.78,146.8658447,
33.2,0.000506,0.000143051,506,143.0511475,
33.22,0.00049964,0.000149727,499.64,149.7268677,
33.24,0.00050146,0.000156879,501.46,156.879425,
33.26,0.00050244,0.000146627,502.44,146.6274261,
33.28,0.00050041,0.000144243,500.41,144.2432404,
33.3,0.00050782,0.000153065,507.82,153.0647278,
33.32,0.00050237,0.000148058,502.37,148.0579376,
33.34,0.00050104,0.000152826,501.04,152.8263092,
33.36,0.00050328,0.000140905,503.28,140.9053802,
33.38,0.00050174,0.000144482,501.74,144.4816589,
33.4,0.00050062,0.000147581,500.62,147.5811005,
33.42,0.00050118,0.000145674,501.18,145.6737518,
33.44,0.00049909,0.000139236,499.09,139.2364502,
33.46,0.0005009,0.000144243,500.9,144.2432404,
33.48,0.00050237,0.000140667,502.37,140.6669617,
33.5,0.00049992,0.000149012,499.92,149.0116119,
33.52,0.00050279,0.000140905,502.79,140.9053802,
33.54,0.00049958,0.000143051,499.58,143.0511475,
33.56,0.00049944,0.000147581,499.44,147.5811005,
33.58,0.00049888,0.000155449,498.88,155.4489136,
33.6,0.00050104,0.000127077,501.04,127.0771027,
33.62,0.00050635,0.000128269,506.35,128.2691956,
33.64,0.00049971,0.00013423,499.71,134.22966,
33.66,0.00050041,0.000137329,500.41,137.3291016,
33.68,0.00049902,0.00013876,499.02,138.759613,
33.7,0.00050139,0.000144005,501.39,144.0048218,
33.72,0.00050495,0.00014925,504.95,149.2500305,
33.74,0.0005016,0.000158072,501.6,158.0715179,
33.76,0.00049978,0.000138998,499.78,138.9980316,
33.78,0.00050146,0.000133514,501.46,133.5144043,
33.8,0.00050223,0.000137568,502.23,137.5675201,
33.82,0.00050782,0.000160456,507.82,160.4557037,
33.84,0.00049964,0.000140905,499.64,140.9053802,
33.86,0.00050118,0.000124216,501.18,124.2160797,
33.88,0.00050034,0.000121832,500.34,121.8318939,
33.9,0.00049929,0.000157118,499.29,157.1178436,
33.92,0.00050677,0.000150442,506.77,150.4421234,
